TPSA(Tot),SAacc,H-050,MLOGP,RDCHI,GATS1p,nN,C-040,LC50
-1.0449217881529578,-0.8666676277469504,-0.5765609254074373,0.06576628737765344,-1.567528111936031,-0.9623594306983387,-0.7230877231129443,-0.4428865992250682,3.74
-1.0449217881529578,-0.8666676277469504,-0.5765609254074373,0.1907915483532797,-1.351271259435253,-1.049575400281802,-0.7230877231129443,-0.4428865992250682,4.33
-0.8481477575372022,-0.7061301990203206,-0.5765609254074373,1.9953799042617495,0.5274601466652582,-1.413390587687106,-0.7230877231129443,-0.4428865992250682,7.019
-0.8481477575372022,-0.7061301990203206,-0.5765609254074373,1.7978514097523124,0.47462466565654515,-1.3909636240799297,-0.7230877231129443,-0.4428865992250682,6.723
-0.8481477575372022,-0.7061301990203206,-0.5765609254074373,1.0071665401119354,0.31611822263040656,-0.8925866550315684,-0.7230877231129443,-0.4428865992250682,5.979
3.545903753861866,3.914852121005502,1.2663748897341927,-1.207321986483747,2.674055154158778,0.6972358762327044,-0.7230877231129443,4.4862347227202495,6.064
-0.8481477575372022,-0.7061301990203206,-0.5765609254074373,0.23931733457669627,-0.22083771227209373,0.27859922223208106,-0.7230877231129443,-0.4428865992250682,7.337
-1.0449217881529578,-0.8666676277469504,-0.5765609254074373,0.5498823664065626,-0.22452390862153895,-0.22476151650676413,-0.7230877231129443,-0.4428865992250682,4.1
-1.0449217881529578,-0.8666676277469504,-0.5765609254074373,-0.1351875567475541,-0.8610071449590567,0.49040943407763454,-0.7230877231129443,-0.4428865992250682,3.941
-1.0449217881529578,-0.8666676277469504,-0.5765609254074373,0.25244784143715027,-1.0244285164511222,0.8641921608639054,-0.7230877231129443,-0.4428865992250682,3.809
-1.0449217881529578,-0.8666676277469504,-0.5765609254074373,0.46824486723069714,-0.8610071449590567,0.9065542032330164,-0.7230877231129443,-0.4428865992250682,4.34
-0.7884546604923359,-0.6038094796746478,0.037751012973106006,-0.8488020600330926,-0.8610071449590567,1.0834780272451845,-0.010614131715419355,-0.4428865992250682,3.93
0.4403703801026972,0.5553291329784285,-0.5765609254074373,0.46710308402544015,1.5018447150352416,0.5153282825300527,-0.7230877231129443,2.021674061747591,7.371
-0.5377436529038976,-0.4133829005814601,-0.5765609254074373,-1.261556688733448,-1.4335963112395262,0.1540049799699906,-0.010614131715419355,0.7893937312612613,3.78
0.9194074838877492,0.6963393726472189,0.037751012973106006,1.125341101856021,2.0560028995684863,0.30102618583925705,-0.010614131715419355,0.7893937312612613,4.112
-1.0449217881529578,-0.8666676277469504,-0.5765609254074373,0.3123914597131355,-0.6287767749440164,-0.28705863763780937,-0.7230877231129443,-0.4428865992250682,3.533
-1.0449217881529578,-0.8666676277469504,-0.5765609254074373,-0.6786763624498202,-1.8439928381444124,-1.1592183334724417,-0.7230877231129443,-0.4428865992250682,4.632
-0.2874590245800653,-0.17861880253631776,-0.5765609254074373,1.2988921490550636,1.6886119967404594,0.17643194357716716,-0.7230877231129443,0.7893937312612613,7.693
-0.6810070858115767,-0.4996936599895772,-0.5765609254074373,-1.1999003956495775,-1.567528111936031,1.5120822206267752,-0.7230877231129443,-0.4428865992250682,0.673
-0.31709238347019536,-0.13271969223220415,-0.5765609254074373,-1.2718327375807597,-1.0404020339653843,1.095937451471394,-0.7230877231129443,-0.4428865992250682,3.323
0.39432141952522903,0.6507467428888561,0.037751012973106006,0.5139161954409717,1.0361552428886793,-0.28705863763780937,-0.7230877231129443,0.7893937312612613,2.955
0.006742667998204198,0.38609349447715585,0.6520629513536494,-0.7100754005943839,-0.2810455859796972,-0.11511858331612479,-0.010614131715419355,0.7893937312612613,4.216
1.5606818978554555,1.4033753973827012,0.6520629513536494,-0.5125469060849469,1.2413535063411227,1.0037377121974467,2.8392802338746805,2.021674061747591,2.593
-0.6513737269214466,-0.5455927702936909,-0.5765609254074373,-0.5947552968634409,-0.43463710053990906,1.3027638936264638,-0.7230877231129443,-0.4428865992250682,2.272
-0.9758483472867554,-0.8210749979885875,-0.5765609254074373,3.9072958814643637,3.6816154896737676,1.2604018512573527,-0.010614131715419355,-0.4428865992250682,5.96
-0.7884546604923359,-0.6038094796746478,0.037751012973106006,2.525738203103561,2.3238665009614956,1.2479424270311439,-0.010614131715419355,-0.4428865992250682,6.537
0.11845403532502544,-0.2678922072200264,-0.5765609254074373,1.9103170554701132,1.874150546329195,1.3002720087812216,-0.7230877231129443,-0.4428865992250682,7.1
1.475406044934218,2.614980560605981,2.494998766495279,-0.058688081995344435,1.6333190514987832,0.40070157964892944,-0.7230877231129443,-0.4428865992250682,6.424
-0.24972445966241777,0.12323534640485337,0.037751012973106006,0.5287593771093108,0.15884051172074953,0.2810911070773226,-0.7230877231129443,0.7893937312612613,4.355
-0.9758483472867554,-0.8210749979885875,-0.5765609254074373,1.2423738803948494,0.9304842808712538,0.6399225247921431,-0.010614131715419355,-0.4428865992250682,5.721
-0.7790743166709998,-0.6605375692619577,-0.5765609254074373,0.8695816638784838,1.0582724209853502,0.7969112700423768,-0.010614131715419355,-0.4428865992250682,5.102
